respondent_id,Completed,Termination_Point,A1_purchased_snack,A2_gender,A3_age,A4_province,TV_Channel_A,TV_Channel_B,TV_Channel_C,TV_Channel_D,TV_Channel_E,A6_PotatoChips,A6_Popcorn,A6_Pretzels,A6_Chocolate,A6_GranolaBars,A6_FruitSlices,Exposed_Flag,B1_Unaided_BrandAwareness,B2_Aided_BrandAwareness,B2a_Overall_Impression,B3_Familiarity_BrandX,B4_Consideration_BrandX,B5_Recommendation_BrandX,C1_Ad_Recall_Pre,C2_Ad_Source,C3_Ad_Recall_Post,C4_Ad_Enjoyment,C5_Ad_Attitudes,C6_Key_Message_Unaided,C7_Key_Message_Aided,D1_Grocery_Shopper_Role,D2_Snack_Purchase_Frequency,D3_Weekly_Snack_Spend,D4_Employment_Status,D5_Education_Level,D6_Marital_Status,D7_Children,D8_Children_Age,D9_Community_Type,D10_Household_Income,Completion_Time
892,1,Completed,1,1,1,Alberta,5,5,2,4,2,2,2,3,3,3,3,0,"Ruffles, Tims, Doritos","3, 4, 5","Pringles:7, Ruffles:9, Utz:3",2,4,8,,,,,,,,3,1,5,2,3,2,2,,1,3,20
978,1,Completed,1,1,2,Quebec,5,5,5,3,5,4,4,3,2,4,1,0,Smartfood,"2, 4, 7","Lay's:5, Ruffles:3, Herr's:5",5,5,7,,,,,,,,1,1,4,4,1,2,1,2,1,2,25.8
535,1,Completed,1,2,4,Alberta,5,5,1,3,2,1,4,1,2,4,1,0,Doritos,"3, 4, 5","Pringles:8, Ruffles:5, Utz:9",3,4,6,,,,,,,,1,1,1,5,1,2,1,"2, 4",3,3,11.7
826,1,Completed,1,2,5,Quebec,5,5,2,2,3,2,2,3,1,4,4,0,"PakiChips, Smartfood","3, 4, 5, 8","Pringles:9, Ruffles:10, Utz:2, Other:4",5,5,5,,,,,,,,1,2,1,1,2,1,2,,1,3,13.5
483,1,Completed,1,2,4,Saskatchewan,4,1,2,3,3,2,3,2,3,3,3,1,"Doritos, Lays","3, 5, 7","Pringles:6, Utz:8, Herr's:7",2,3,7,1,1,1,4,"5, 2, 5, 5, 3, 5",Great taste and crunch,1,1,2,4,4,2,1,1,3,2,7,17.6
55,1,Completed,1,1,4,Ontario,2,1,2,2,4,4,3,3,1,3,4,1,Popcorners,"1, 5, 7, 8","Brand X:2, Utz:3, Herr's:9, Other:5",5,5,10,1,1,1,3,"4, 5, 3, 2, 5, 4",Too repetitive for my taste,1,1,3,1,1,3,2,2,,2,5,15.8
118,1,Completed,1,1,1,Ontario,3,1,5,5,4,3,2,4,4,1,4,1,"Smartfood, ChexMix, BrandX","3, 4, 5","Pringles:8, Ruffles:10, Utz:1",5,5,8,1,8,1,4,"5, 5, 5, 5, 5, 2",Really enjoyed the ad and the message of fresh flavors,1,2,4,3,7,2,1,2,,1,1,22.4
488,1,Completed,1,2,2,Saskatchewan,4,2,1,1,5,4,3,4,3,4,3,1,"Tims, BhujaSnax, MissVickie","2, 4","Lay's:5, Ruffles:9",4,4,7,1,6,1,5,"4, 4, 5, 2, 4, 5",The ad was entertaining and memorable,3,2,4,1,1,3,1,1,4,1,3,18.2
559,1,Completed,1,2,3,British Columbia,5,5,2,3,3,1,2,2,2,4,1,0,Smartfood,"2, 3, 4","Lay's:8, Pringles:9, Ruffles:3",4,4,7,,,,,,,,2,1,5,2,1,1,2,,1,7,17.1
459,1,Completed,1,1,4,Ontario,1,3,4,2,4,4,2,3,2,1,4,1,BrandX,"4, 5, 8","Ruffles:8, Utz:7, Other:3",5,5,8,1,6,1,4,"5, 5, 5, 4, 4, 5",It made me think of fun snacking moments,4,1,2,5,3,1,2,2,,2,4,36.5
902,1,Completed,1,2,2,Alberta,5,5,4,3,2,1,1,3,2,4,4,0,"Ruffles, Utz","2, 5, 6","Lay's:8, Utz:4, Kettle Brand:7",4,4,8,,,,,,,,2,2,1,6,3,2,2,,1,5,35
823,1,Completed,1,1,2,Ontario,5,5,4,5,2,3,3,4,2,4,1,0,"Munchies, Takis","1, 2, 5, 6","Brand X:8, Lay's:6, Utz:7, Kettle Brand:9",2,4,8,,,,,,,,2,3,1,8,1,2,2,,1,3,42.9
543,1,Completed,1,2,1,British Columbia,5,5,3,3,4,3,1,2,3,2,4,0,"Krunchers, Zapps","5, 7, 8","Utz:1, Herr's:8, Other:8",4,4,6,,,,,,,,3,5,1,4,3,2,2,,1,1,20.5
349,1,Completed,1,2,5,Alberta,3,2,2,1,1,3,2,2,1,2,2,1,BrandX,"1, 2, 4","Brand X:8, Lay's:4, Ruffles:4",5,5,8,1,1,1,5,"4, 5, 5, 5, 5, 5","The commercial showed the product in various scenarios, suggesting it's a great snack for parties, movie nights, and quick bites at home. It was quite convincing.",5,1,5,2,5,2,2,2,,1,3,44.6
240,1,Completed,1,1,4,Ontario,1,1,2,5,5,2,2,3,3,2,3,1,BrandX,"2, 3","Lay's:2, Pringles:8",5,5,7,1,1,1,5,"5, 3, 3, 5, 4, 5",Really enjoyed the ad and the message of fresh flavors,1,1,6,4,4,1,2,2,,1,4,35.7
37,1,Completed,1,2,5,British Columbia,1,2,5,3,3,3,1,3,3,2,1,1,"Wise, BrandX","1, 2","Brand X:6, Lay's:8",5,5,8,1,2,1,2,"4, 5, 4, 4, 4, 4","It was okay, but nothing special",3,1,1,1,7,1,1,2,,1,4,37.7
163,1,Completed,1,2,6,Alberta,1,4,2,4,5,1,2,3,1,2,2,1,"Fritos, BrandX, Pringles","6, 7","Kettle Brand:4, Herr's:7",5,5,8,1,3,1,5,"2, 5, 5, 4, 5, 4","The commercial showed the product in various scenarios, suggesting it's a great snack for parties, movie nights, and quick bites at home. It was quite convincing.",3,1,6,1,1,2,2,2,,3,5,23.7
484,1,Completed,1,1,2,Alberta,2,3,1,3,3,1,4,3,2,4,3,1,"BrandX, Pringles","2, 6, 7","Lay's:3, Kettle Brand:10, Herr's:8",5,5,8,1,5,1,4,"2, 5, 5, 4, 2, 5",It made me think of fun snacking moments,1,1,2,2,4,2,2,1,4,1,2,23.9
991,1,Completed,1,1,3,Alberta,5,5,3,4,3,3,3,1,2,2,2,0,BrandX,"3, 4, 5, 7, 8","Pringles:8, Ruffles:5, Utz:2, Herr's:3, Other:3",5,5,7,,,,,,,,2,2,2,1,3,2,2,,1,2,41.1
3038,0,A1,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2
319,1,Completed,1,1,1,British Columbia,1,4,5,2,5,4,3,1,1,2,3,1,"BrandX, Hawaiian, BrandX","2, 6, 7","Lay's:2, Kettle Brand:7, Herr's:6",5,5,10,3,,2,5,"3, 5, 4, 5, 3, 1",Good visuals and appealing soundtrack,1,2,4,6,3,4,1,2,,2,3,6.2
101,1,Completed,1,1,5,Quebec,2,2,4,4,1,3,3,1,3,4,3,1,"PakiChips, BhujaSnax","2, 4","Lay's:4, Ruffles:5",5,5,7,1,2,1,4,"3, 5, 5, 3, 5, 2","The commercial showed the product in various scenarios, suggesting it's a great snack for parties, movie nights, and quick bites at home. It was quite convincing.",1,2,2,2,1,1,2,1,"1, 4",2,5,39.9
880,1,Completed,1,2,4,Ontario,5,5,3,5,1,2,1,4,2,4,3,0,"Cheetos, Herrs, Pringles","1, 3, 5","Brand X:2, Pringles:1, Utz:4",2,3,7,,,,,,,,1,2,1,1,1,5,1,"2, 4",2,3,34.8
186,1,Completed,1,2,3,British Columbia,3,4,3,1,4,2,2,3,3,1,3,1,"BrandX, Cheetos, Utz","5, 6","Utz:4, Kettle Brand:9",5,5,7,1,8,1,4,"5, 5, 5, 4, 5, 1","The commercial showed the product in various scenarios, suggesting it's a great snack for parties, movie nights, and quick bites at home. It was quite convincing.",1,1,1,1,5,3,1,1,4,3,2,9.7
295,1,Completed,1,1,3,Quebec,4,2,2,4,4,1,4,2,2,1,1,1,"BrandX, Pringles","1, 4, 6","Brand X:5, Ruffles:1, Kettle Brand:7",5,5,9,1,2,1,2,"5, 4, 4, 2, 5, 1","It was okay, but nothing special",7,1,4,2,5,1,1,1,"1, 4",1,5,29.3
3015,0,A1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6
152,1,Completed,1,2,2,British Columbia,1,2,5,5,2,4,3,1,3,2,3,1,"Tims, MissVickie, ChexMix","1, 3, 7","Brand X:6, Pringles:7, Herr's:7",5,5,9,1,5,1,5,"5, 5, 5, 4, 4, 5","The commercial showed the product in various scenarios, suggesting it's a great snack for parties, movie nights, and quick bites at home. It was quite convincing.",5,1,1,4,6,3,2,1,3,1,3,11.5
783,1,Completed,1,2,5,Quebec,5,5,1,5,5,3,4,3,3,2,3,0,BrandX,"2, 4, 5","Lay's:10, Ruffles:5, Utz:3",2,4,7,,,,,,,,3,1,1,1,2,2,1,"1, 2, 4",1,3,20.4
684,1,Completed,1,2,3,Ontario,5,5,5,1,1,1,1,4,4,3,3,0,"Ranchritos, Popcorners","3, 7, 8","Pringles:9, Herr's:1, Other:7",4,4,7,,,,,,,,3,2,2,1,2,1,1,4,1,3,23.1
585,1,Completed,1,1,5,Nova Scotia,5,5,4,3,4,3,2,4,3,2,3,0,Bugles,"2, 3, 5","Lay's:7, Pringles:4, Utz:9",4,4,6,,,,,,,,1,6,2,8,3,1,2,,2,1,37.6
757,1,Completed,1,1,3,Ontario,5,5,1,1,4,1,3,4,2,4,1,0,"Ruffles, Hawaiian, Cheetos","4, 6","Ruffles:9, Kettle Brand:10",4,5,7,,,,,,,,1,2,2,1,1,2,2,,1,4,36.5
834,1,Completed,1,1,5,Ontario,5,5,5,5,4,2,2,4,4,4,1,0,Tims,"1, 3, 4","Brand X:6, Pringles:3, Ruffles:7",5,5,6,,,,,,,,1,2,2,7,1,2,1,3,3,4,9.8
3020,0,A6,1,2,1,British Columbia,3,2,1,1,1,5,5,5,5,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,34.4
733,1,Completed,1,2,2,Quebec,5,5,3,2,2,3,1,3,1,1,4,0,"Tims, Pringles, OnionRings","5, 6","Utz:3, Kettle Brand:5",1,3,6,,,,,,,,2,1,1,6,3,2,1,2,1,5,6.5
688,1,Completed,1,2,4,Ontario,5,5,4,2,5,4,3,4,4,3,2,0,"Ruffles, BhujaSnax","3, 5, 7","Pringles:10, Utz:2, Herr's:4",2,5,7,,,,,,,,1,1,2,6,5,1,1,"2, 4",1,2,11.5
79,1,Completed,1,1,3,Ontario,1,3,3,4,1,2,3,4,2,1,3,1,"Doritos, BrandX","1, 3, 5, 6","Brand X:2, Pringles:5, Utz:3, Kettle Brand:2",4,5,8,1,8,1,2,"3, 5, 5, 5, 3, 5","It was okay, but nothing special",4,1,1,2,1,3,2,2,,2,3,28.2
582,1,Completed,1,1,5,Quebec,5,5,2,4,4,4,1,1,2,3,3,0,"KettleChip, Ruffles","1, 4, 5","Brand X:5, Ruffles:9, Utz:8",4,5,6,,,,,,,,1,2,1,1,2,2,2,,1,4,33
561,1,Completed,1,1,5,Alberta,5,5,3,5,4,4,2,2,2,3,2,0,Smartfood,"1, 3, 7","Brand X:7, Pringles:3, Herr's:7",4,4,7,,,,,,,,1,1,2,1,1,1,2,,1,3,25.4
861,1,Completed,1,2,3,Ontario,5,5,3,4,5,2,3,4,4,1,3,0,"Lays, BrandX","3, 6","Pringles:7, Kettle Brand:9",4,5,7,,,,,,,,2,3,1,1,1,3,2,,1,4,10.2
196,1,Completed,1,2,5,Ontario,4,3,3,5,4,4,3,3,2,2,2,1,"BrandX, PopChips","2, 3, 4, 6","Lay's:8, Pringles:4, Ruffles:10, Kettle Brand:10",5,5,9,1,6,1,4,"2, 1, 4, 5, 5, 5","The commercial showed the product in various scenarios, suggesting it's a great snack for parties, movie nights, and quick bites at home. It was quite convincing.",1,1,3,2,1,1,1,2,,1,4,28.8
80,1,Completed,1,1,5,Nova Scotia,5,4,4,2,4,4,3,1,2,2,3,1,"BrandX, CapeCod, KettleChip","2, 6, 7","Lay's:4, Kettle Brand:3, Herr's:9",5,5,8,1,4,1,5,"4, 3, 4, 4, 5, 5",Really enjoyed the ad and the message of fresh flavors,2,1,1,1,1,3,2,1,1,1,3,8.7
382,1,Completed,1,1,4,Alberta,2,5,2,3,5,3,4,3,2,2,3,1,"BrandX, Ruffles","2, 3, 7","Lay's:4, Pringles:9, Herr's:9",5,5,9,1,8,1,2,"5, 1, 4, 5, 5, 4",Not very memorable,1,2,2,1,1,1,5,2,,1,3,17.2
661,1,Completed,1,1,5,British Columbia,5,5,5,3,5,2,2,2,1,2,3,0,"Munchies, SunChips, Lays","4, 5, 7","Ruffles:9, Utz:6, Herr's:6",2,2,6,,,,,,,,1,1,2,7,4,2,2,,3,1,21.5
492,1,Completed,1,2,6,Ontario,2,4,1,5,4,2,3,1,1,1,2,1,CapeCod,"2, 7","Lay's:8, Herr's:3",5,5,9,1,4,1,4,"5, 4, 3, 5, 4, 5",I really appreciated how the ad highlighted the fun aspect of snacking with friends and family. It felt relatable and encouraged me to try new flavors.,1,1,2,1,5,2,2,1,4,1,2,29.8
898,1,Completed,1,2,2,Ontario,5,5,3,4,1,3,1,4,1,3,3,0,"Hawaiian, Ruffles","3, 6","Pringles:6, Kettle Brand:9",4,4,6,,,,,,,,2,1,1,5,2,2,1,3,1,3,40
396,1,Completed,1,2,4,Quebec,2,4,1,2,5,3,1,3,3,2,3,1,BrandX,"1, 2, 5","Brand X:6, Lay's:10, Utz:8",5,5,9,1,7,1,5,"3, 1, 1, 5, 4, 3",Great taste and crunch,1,1,1,2,6,2,2,1,"2, 3",1,2,4.7
409,1,Completed,1,2,2,Ontario,2,4,1,5,5,1,3,3,4,4,3,1,"BrandX, Cheetos","2, 5","Lay's:6, Utz:5",5,5,8,1,3,1,3,"4, 5, 4, 4, 5, 5",I found it somewhat boring,1,1,1,2,2,3,3,1,3,3,3,17.5
92,1,Completed,1,1,3,Ontario,5,1,3,5,5,2,2,3,1,4,3,1,"Lays, Pringles, Popcorners","1, 2, 3, 7","Brand X:10, Lay's:4, Pringles:1, Herr's:6",5,5,8,1,4,1,4,"3, 3, 4, 5, 5, 5",I really appreciated how the ad highlighted the fun aspect of snacking with friends and family. It felt relatable and encouraged me to try new flavors.,3,2,2,1,1,1,1,2,,2,1,31
171,1,Completed,1,2,2,Ontario,4,2,5,2,2,1,3,1,3,3,1,1,"Doritos, BrandX","1, 5, 7","Brand X:4, Utz:1, Herr's:1",5,5,8,1,2,1,5,"4, 5, 5, 5, 5, 5","The commercial showed the product in various scenarios, suggesting it's a great snack for parties, movie nights, and quick bites at home. It was quite convincing.",6,1,2,2,1,1,4,2,,1,7,26.3
273,1,Completed,1,2,4,Ontario,4,2,3,3,4,1,3,2,4,3,1,1,BrandX,"3, 4, 6, 7","Pringles:6, Ruffles:7, Kettle Brand:3, Herr's:2",5,5,8,1,6,1,3,"5, 3, 2, 4, 4, 3","It was okay, but nothing special",1,2,2,1,6,1,1,2,,2,3,26.5
76,1,Completed,1,2,2,Saskatchewan,3,2,3,2,4,2,1,3,4,4,2,1,"Ruffles, CapeCod","2, 4","Lay's:2, Ruffles:9",4,5,8,1,2,1,4,"5, 3, 5, 5, 5, 4",I really appreciated how the ad highlighted the fun aspect of snacking with friends and family. It felt relatable and encouraged me to try new flavors.,1,2,2,1,1,3,1,2,,1,4,39.4
731,1,Completed,1,2,6,Ontario,5,5,4,5,5,4,3,1,1,3,1,0,"Utz, Ruffles","2, 5, 6","Lay's:4, Utz:3, Kettle Brand:4",3,3,5,,,,,,,,2,1,2,1,3,2,1,"3, 4",2,4,12.6
998,1,Completed,1,1,2,Alberta,5,5,2,2,5,1,2,3,1,1,4,0,"Herrs, BrandX","1, 4, 5, 6","Brand X:6, Ruffles:4, Utz:3, Kettle Brand:6",4,5,7,,,,,,,,1,3,2,1,3,2,2,,3,6,44.8
471,1,Completed,1,2,2,Quebec,2,2,4,4,4,3,2,4,3,3,1,1,BrandX,"2, 4, 7","Lay's:2, Ruffles:8, Herr's:3",4,5,8,1,4,1,5,"1, 5, 5, 5, 3, 5",Great taste and crunch,1,2,1,4,1,2,1,2,,1,1,40.4
3018,0,A1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.6
689,1,Completed,1,2,2,British Columbia,5,5,2,2,1,4,2,3,4,3,4,0,"Hawaiian, Bugles","2, 3, 5, 6, 8","Lay's:4, Pringles:7, Utz:5, Kettle Brand:7, Other:8",4,4,6,,,,,,,,1,1,1,5,3,2,2,,1,1,25.1
985,1,Completed,1,1,5,Ontario,5,5,2,2,1,2,2,2,3,4,4,0,Cheetos,"1, 7","Brand X:6, Herr's:7",4,4,5,,,,,,,,1,2,1,6,2,2,2,,1,3,25.6
156,1,Completed,1,1,3,Ontario,2,1,5,2,5,3,2,2,4,3,1,1,"BhujaSnax, Fritos, BrandX","1, 3, 4, 5","Brand X:8, Pringles:4, Ruffles:2, Utz:2",4,5,8,1,1,1,5,"5, 4, 5, 5, 5, 4","The commercial showed the product in various scenarios, suggesting it's a great snack for parties, movie nights, and quick bites at home. It was quite convincing.",1,1,1,4,1,3,1,2,,1,1,32
853,1,Completed,1,2,4,British Columbia,5,5,3,4,3,4,4,4,3,1,2,0,"Tims, Cheetos","4, 6, 7","Ruffles:9, Kettle Brand:6, Herr's:8",4,5,7,,,,,,,,1,4,1,1,2,1,2,,1,6,30.9
592,1,Completed,1,2,2,British Columbia,5,5,1,3,4,2,4,3,4,2,4,0,"ChexMix, Lays","4, 6, 7","Ruffles:4, Kettle Brand:10, Herr's:3",4,4,5,,,,,,,,2,2,3,4,1,2,2,,1,2,43.1
237,1,Completed,1,2,4,British Columbia,5,4,1,3,4,1,2,3,3,4,1,1,"BrandX, Popcorners, Ranchritos","1, 2, 4","Brand X:9, Lay's:5, Ruffles:7",5,5,8,1,2,1,5,"5, 4, 2, 5, 5, 5",Really enjoyed the ad and the message of fresh flavors,2,3,3,1,5,2,2,1,4,1,3,25.3
364,1,Completed,1,2,1,Newfoundland and Labrador,3,4,2,5,1,2,1,2,1,4,4,1,BrandX,"1, 6, 8","Brand X:4, Kettle Brand:6, Other:2",5,5,8,1,6,1,2,"5, 3, 1, 3, 5, 4",Too repetitive for my taste,3,2,3,5,6,3,1,1,1,1,3,12.9
314,1,Completed,1,1,1,Alberta,3,2,4,4,3,2,4,2,1,2,2,1,BrandX,"4, 5, 6","Ruffles:2, Utz:3, Kettle Brand:1",5,5,10,2,,2,4,"5, 5, 5, 5, 4, 5",Good visuals and appealing soundtrack,1,2,4,2,1,1,2,1,3,1,2,9.9
270,1,Completed,1,2,6,British Columbia,3,1,5,5,4,2,2,2,3,4,3,1,"BrandX, Doritos","3, 7, 8","Pringles:3, Herr's:6, Other:6",5,5,9,1,9,1,4,"5, 5, 5, 3, 5, 5",I really appreciated how the ad highlighted the fun aspect of snacking with friends and family. It felt relatable and encouraged me to try new flavors.,5,1,3,2,1,2,2,1,3,2,5,34.7
75,1,Completed,1,1,4,British Columbia,4,1,1,2,4,1,3,2,3,3,2,1,BrandX,"1, 3, 4, 5","Brand X:10, Pringles:10, Ruffles:1, Utz:3",5,5,8,1,6,1,5,"2, 4, 5, 3, 4, 5",Loved the upbeat feel and the emphasis on quality ingredients,1,2,3,1,1,1,1,1,4,1,1,42.2
318,1,Completed,1,1,2,Ontario,2,2,5,5,1,4,4,2,3,4,3,1,"ChexMix, KettleChip","3, 4, 6","Pringles:3, Ruffles:3, Kettle Brand:8",2,4,10,1,5,1,2,"2, 5, 5, 5, 4, 5","It was okay, but nothing special",6,1,6,1,2,1,1,1,"1, 2",2,4,31
653,1,Completed,1,2,3,Quebec,5,5,1,1,5,4,4,4,3,4,3,0,Bugles,"2, 5, 6","Lay's:3, Utz:2, Kettle Brand:8",5,5,6,,,,,,,,3,3,1,3,2,2,2,,1,7,30.7
60,1,Completed,1,2,2,Manitoba,2,1,5,3,5,4,3,2,3,2,2,1,"SunChips, BhujaSnax","3, 6, 7","Pringles:4, Kettle Brand:3, Herr's:7",2,5,9,1,2,1,5,"5, 5, 5, 4, 5, 5",I really appreciated how the ad highlighted the fun aspect of snacking with friends and family. It felt relatable and encouraged me to try new flavors.,3,2,5,2,1,4,2,2,,1,2,18.1
808,1,Completed,1,1,1,Ontario,5,5,5,4,4,4,3,2,1,2,2,0,"Funyuns, Cheetos","1, 3","Brand X:4, Pringles:5",3,4,8,,,,,,,,1,2,1,1,2,2,2,,2,2,27
896,1,Completed,1,2,4,Quebec,5,5,2,5,5,1,2,3,4,4,2,0,Utz,"1, 7, 8","Brand X:5, Herr's:10, Other:4",2,4,7,,,,,,,,2,2,1,1,2,2,1,"1, 2, 3",1,1,17.1
878,1,Completed,1,1,3,Ontario,5,5,1,5,5,3,2,3,2,2,3,0,"Doritos, SunChips","1, 3, 6","Brand X:10, Pringles:5, Kettle Brand:6",2,4,7,,,,,,,,1,2,2,2,3,4,1,1,1,1,32.2
328,1,Completed,1,1,2,British Columbia,2,3,1,5,3,4,3,2,3,3,4,1,BrandX,"2, 5","Lay's:9, Utz:9",5,5,8,2,,1,5,"4, 5, 4, 2, 4, 3",Great taste and crunch,2,1,3,2,1,2,1,2,,1,1,35.9
670,1,Completed,1,2,3,Quebec,5,5,3,4,3,2,2,1,4,2,4,0,Funyuns,"1, 4, 7","Brand X:4, Ruffles:4, Herr's:8",5,5,8,,,,,,,,2,2,3,6,3,1,1,4,1,4,34.2
12,1,Completed,1,2,5,British Columbia,3,2,4,3,5,3,1,3,2,2,2,1,BrandX,"2, 3, 5, 6","Lay's:9, Pringles:2, Utz:5, Kettle Brand:8",5,5,9,1,9,1,5,"4, 4, 5, 5, 2, 5",I really appreciated how the ad highlighted the fun aspect of snacking with friends and family. It felt relatable and encouraged me to try new flavors.,6,1,1,1,1,4,1,1,4,1,3,32.2
841,1,Completed,1,1,4,New Brunswick,5,5,4,4,5,3,3,4,1,3,2,0,Munchies,"3, 5, 6, 7","Pringles:9, Utz:6, Kettle Brand:7, Herr's:6",3,3,6,,,,,,,,1,2,1,6,2,2,1,1,1,1,11.5
954,1,Completed,1,2,6,Ontario,5,5,1,5,5,4,3,1,3,3,1,0,Tims,"2, 4, 5, 6, 8","Lay's:5, Ruffles:4, Utz:7, Kettle Brand:9, Other:3",5,5,8,,,,,,,,1,1,2,1,1,1,1,"2, 4",1,5,10.3
281,1,Completed,1,1,2,Ontario,3,4,4,3,1,3,2,3,2,3,2,1,"Herrs, Smartfood, BrandX","1, 3, 5","Brand X:1, Pringles:9, Utz:5",5,5,8,1,1,1,5,"3, 5, 4, 3, 5, 4",The ad was entertaining and memorable,5,1,1,1,1,1,2,2,,1,1,19.7
228,1,Completed,1,1,6,Ontario,1,3,1,1,4,2,1,4,4,4,2,1,BrandX,"1, 6, 7","Brand X:3, Kettle Brand:9, Herr's:10",5,5,8,1,2,1,4,"4, 5, 5, 4, 5, 5","The commercial showed the product in various scenarios, suggesting it's a great snack for parties, movie nights, and quick bites at home. It was quite convincing.",4,1,2,1,1,1,3,1,"2, 3, 4",1,1,23.6
2008,1,Completed,1,2,4,Alberta,4,1,4,2,4,1,3,4,2,1,1,1,"ChexMix, BrandX","2, 7","Lay's:2, Herr's:2",5,5,8,1,3,1,3,"3, 3, 3, 3, 3, 3",Average ad. Not much to say.,7,1,2,1,1,2,2,2,,1,3,2.8
949,1,Completed,1,2,1,Nunavut,5,5,4,5,4,3,1,1,2,3,3,0,"Ruffles, PopChips, Pringles","1, 7","Brand X:9, Herr's:4",4,4,7,,,,,,,,2,2,1,6,4,2,1,1,3,2,40.3
27,1,Completed,1,1,3,Quebec,1,2,5,4,4,3,4,3,1,3,2,1,Herrs,"1, 5, 7","Brand X:2, Utz:6, Herr's:7",4,4,8,1,3,1,4,"4, 5, 5, 3, 5, 5",I really appreciated how the ad highlighted the fun aspect of snacking with friends and family. It felt relatable and encouraged me to try new flavors.,4,1,2,1,1,1,2,2,,2,6,8.9
895,1,Completed,1,1,6,Ontario,5,5,3,4,4,4,4,4,3,3,1,0,"Herrs, Fritos, Ruffles","2, 4, 6, 7, 8","Lay's:2, Ruffles:9, Kettle Brand:1, Herr's:2, Other:7",1,2,4,,,,,,,,1,4,1,5,3,2,2,,1,3,27.1
16,1,Completed,1,2,1,Alberta,4,1,5,2,3,4,2,3,3,3,4,1,"Smartfood, Doritos","3, 4","Pringles:4, Ruffles:5",3,4,7,1,9,1,2,"4, 5, 4, 1, 3, 5",Too repetitive for my taste,7,1,1,2,1,1,1,2,,2,3,44.7
601,1,Completed,1,1,5,Alberta,5,5,4,4,2,2,4,1,3,1,2,0,Ruffles,"1, 2, 4, 5","Brand X:5, Lay's:7, Ruffles:1, Utz:2",5,5,8,,,,,,,,1,2,1,1,3,1,1,4,1,7,23.6
243,1,Completed,1,1,3,Ontario,2,4,2,5,4,3,4,2,1,3,2,1,BrandX,"1, 2, 5, 7","Brand X:5, Lay's:3, Utz:5, Herr's:6",5,5,9,2,,2,4,"5, 5, 4, 5, 5, 2",Great taste and crunch,1,2,3,2,1,2,2,2,,1,2,21.7
804,1,Completed,1,2,1,Ontario,5,5,4,5,3,4,3,2,3,2,2,0,"Popcorners, Smartfood","2, 3, 5, 6","Lay's:1, Pringles:5, Utz:8, Kettle Brand:7",3,4,7,,,,,,,,1,6,2,1,1,1,1,"1, 2, 3",1,7,13.6
377,1,Completed,1,1,3,Quebec,3,3,4,4,2,3,3,1,3,4,1,1,BrandX,"2, 5","Lay's:9, Utz:7",5,5,8,2,,2,4,"5, 5, 5, 5, 2, 2",Really enjoyed the ad and the message of fresh flavors,2,2,1,3,1,3,1,2,,1,2,24.2
560,1,Completed,1,1,6,Ontario,5,5,2,1,1,2,3,3,3,4,4,0,Pringles,"2, 3","Lay's:5, Pringles:1",4,4,7,,,,,,,,1,5,2,5,1,2,2,,1,2,23.8
921,1,Completed,1,2,3,British Columbia,5,5,1,3,4,4,2,1,2,1,4,0,"Ranchritos, ChexMix","1, 4, 5, 7","Brand X:9, Ruffles:9, Utz:7, Herr's:7",5,5,6,,,,,,,,2,6,2,1,1,1,1,"1, 2",3,5,41.8
566,1,Completed,1,1,1,British Columbia,5,5,1,5,2,3,3,4,2,1,2,0,"Herrs, Funyuns","1, 2, 3","Brand X:8, Lay's:2, Pringles:5",4,4,7,,,,,,,,2,2,2,3,1,2,2,,1,2,6.2
374,1,Completed,1,2,1,British Columbia,3,1,1,4,1,1,2,2,2,1,1,1,"Pringles, Doritos, Lays","2, 6","Lay's:4, Kettle Brand:8",5,5,8,1,4,1,3,"5, 5, 4, 5, 4, 5",Too repetitive for my taste,2,1,1,1,1,4,3,2,,1,1,44.2
363,1,Completed,1,2,2,Quebec,1,3,3,1,3,1,2,1,4,2,2,1,"Fritos, SunChips","4, 5, 6","Ruffles:4, Utz:7, Kettle Brand:5",5,5,8,1,6,1,5,"5, 5, 2, 5, 5, 2",I really appreciated how the ad highlighted the fun aspect of snacking with friends and family. It felt relatable and encouraged me to try new flavors.,3,2,5,2,1,3,1,1,4,1,5,16.2
347,1,Completed,1,2,6,Quebec,1,4,4,3,3,3,2,1,3,2,4,1,"Tims, PopChips","1, 2, 4","Brand X:5, Lay's:4, Ruffles:9",5,5,8,1,2,1,2,"5, 3, 2, 5, 4, 5",I found it somewhat boring,1,1,1,1,5,3,3,2,,1,3,5.2
876,1,Completed,1,2,6,British Columbia,5,5,5,1,4,1,2,4,1,4,2,0,"Pringles, BrandX","1, 3, 4, 6, 8","Brand X:5, Pringles:7, Ruffles:3, Kettle Brand:7, Other:1",5,5,8,,,,,,,,1,1,2,1,2,2,2,,1,2,23.2
874,1,Completed,1,1,6,Ontario,5,5,4,2,3,3,3,3,4,1,3,0,"Cheetos, Krunchers","2, 3, 7","Lay's:8, Pringles:6, Herr's:6",4,4,5,,,,,,,,2,2,1,5,2,1,2,,1,1,35.9
